,DN,nome,ano,area
737,33,Paranapanema,2008,2035391932.0
738,33,Paranapanema,2021,1991954845.0
739,33,Paranaíba,2008,2744991676.0
740,33,Paranaíba,2021,2698911641.0
741,33,Paraná,2008,574945308.0
742,33,Paraná,2021,741624325.0
743,33,Paraíba do Sul,2008,638565856.0
744,33,Paraíba do Sul,2021,617503274.0
745,33,Parnaíba,2008,1225576332.0
746,33,Parnaíba,2021,1120906613.0
747,33,São Francisco,2008,3483060666.0
748,33,São Francisco,2021,2242130536.0
749,33,Tapajós,2008,912554131.0
750,33,Tapajós,2021,967787353.0
751,33,Tietê,2008,410895990.0
752,33,Tietê,2021,2195952840.0
753,33,Tocantins,2008,144554918.0
754,33,Tocantins,2021,3888049401.0
755,33,Uatuamã,2008,144554918.0
756,33,Uatuamã,2021,91440028.0
757,33,Uruguai,2008,2443864775.0
758,33,Uruguai,2021,2743761019.0
759,33,Xingú,2008,794479669.0
760,33,Xingú,2021,2967913752.0
761,39,Antas,2008,8182468.0
762,39,Antas,2021,14601455.0
763,39,Capivari,2008,10532.0
764,39,Capivari,2021,21878.0
765,39,Correntes,2008,854.0
766,39,Correntes,2021,5123.0
767,39,Curruá Una,2008,8929.0
768,39,Curruá Una,2021,789250.0
769,39,Doce,2021,5097.0
770,39,Grande,2008,3685850.0
771,39,Grande,2021,10426115.0
772,39,Iguaçu,2008,25514068.0
773,39,Iguaçu,2021,31901483.0
774,39,Itabapoana,2008,2260983.0
775,39,Itajaí-Açú,2008,2260983.0
776,39,Itajaí-Açú,2021,4256298.0
777,39,Itiquira,2021,73673934.0
778,39,Jacuí,2008,57614788.0
779,39,Jacuí,2021,73673934.0
780,39,Jequitinhonha,2021,16208.0
781,39,Madeira,2008,215858.0
782,39,Madeira,2021,5071590.0
783,39,Manso,2008,26788.0
784,39,Manso,2021,4323.0
785,39,Paranapanema,2008,28872250.0
786,39,Paranapanema,2021,38104655.0
787,39,Paranaíba,2008,20794050.0
788,39,Paranaíba,2021,18524455.0
789,39,Paraná,2008,26279920.0
790,39,Paraná,2021,30518936.0
791,39,Paraíba do Sul,2008,4121.0
792,39,Paraíba do Sul,2021,158324.0
793,39,Parnaíba,2008,725479.0
794,39,Parnaíba,2021,483436.0
795,39,São Francisco,2008,6451711.0
796,39,São Francisco,2021,7839564.0
797,39,Tapajós,2008,9514365.0
798,39,Tapajós,2021,9868062.0
799,39,Tietê,2021,3080377.0
800,39,Tocantins,2021,11792400.0
801,39,Uruguai,2008,351354879.0
802,39,Uruguai,2021,450729269.0
803,39,Xingú,2008,1929143.0
804,39,Xingú,2021,8897787.0
805,40,Capivari,2008,4865.0
806,40,Iguaçu,2008,12855.0
807,40,Iguaçu,2021,27446.0
808,40,Itabapoana,2008,1836237.0
809,40,Itajaí-Açú,2008,1836237.0
810,40,Itajaí-Açú,2021,670141.0
811,40,Itiquira,2021,1658919.0
812,40,Jacuí,2021,1658919.0
813,40,Tocantins,2021,1655059.0
814,40,Uruguai,2008,5801095.0
815,40,Uruguai,2021,25844680.0
816,41,Antas,2008,1214680.0
817,41,Antas,2021,6174098.0
818,41,Araguari,2008,50058.0
819,41,Araguari,2021,13408.0
820,41,Capivari,2008,184830.0
821,41,Capivari,2021,57541.0
822,41,Correntes,2008,854.0
823,41,Correntes,2021,854.0
824,41,Curruá Una,2008,777664.0
825,41,Curruá Una,2021,856170.0
826,41,Doce,2008,895849.0
827,41,Doce,2021,1658354.0
828,41,Grande,2008,20299737.0
829,41,Grande,2021,34944461.0
830,41,Iguaçu,2008,29911818.0
831,41,Iguaçu,2021,14309096.0
832,41,Itabapoana,2008,9461539.0
833,41,Itabapoana,2021,704533.0
834,41,Itajaí-Açú,2008,7351363.0
835,41,Itajaí-Açú,2021,2366067.0
836,41,Itiquira,2021,7430076.0
837,41,Jacuí,2008,946702.0
838,41,Jacuí,2021,7430076.0
839,41,Jari,2008,50058.0
840,41,Jari,2021,7152.0
841,41,Jequitinhonha,2008,34295.0
842,41,Jequitinhonha,2021,4295.0
843,41,Madeira,2008,706367.0
844,41,Madeira,2021,6880428.0
845,41,Manso,2008,18146.0
846,41,Manso,2021,22467.0
847,41,Paraguaçu,2008,90578.0
848,41,Paraguaçu,2021,154202.0
849,41,Paranapanema,2008,30876993.0
850,41,Paranapanema,2021,13288147.0
851,41,Paranaíba,2008,25768926.0
852,41,Paranaíba,2021,12136952.0
853,41,Paraná,2008,38506369.0
854,41,Paraná,2021,19241416.0
855,41,Paraíba do Sul,2008,42215677.0
856,41,Paraíba do Sul,2021,29155480.0
857,41,Parnaíba,2008,307628.0
858,41,Parnaíba,2021,2915289.0
859,41,São Francisco,2008,8812733.0
860,41,São Francisco,2021,19770433.0
861,41,Tapajós,2008,10760763.0
862,41,Tapajós,2021,12260984.0
863,41,Tietê,2008,34295.0
864,41,Tietê,2021,49497424.0
865,41,Tocantins,2008,894.0
866,41,Tocantins,2021,6505093.0
867,41,Uatuamã,2008,894.0
868,41,Uatuamã,2021,572057.0
869,41,Uruguai,2008,31639413.0
870,41,Uruguai,2021,35978679.0
871,41,Xingú,2008,5756728.0
872,41,Xingú,2021,8672180.0
873,46,Doce,2008,415441.0
874,46,Doce,2021,1424976.0
875,46,Grande,2008,815572.0
876,46,Grande,2021,2010037.0
877,46,Iguaçu,2008,41374.0
878,46,Iguaçu,2021,17038.0
879,46,Itabapoana,2008,189140.0
880,46,Itabapoana,2021,101267.0
881,46,Jequitinhonha,2008,58065.0
882,46,Jequitinhonha,2021,17058.0
883,46,Paraguaçu,2021,4367.0
884,46,Paranapanema,2008,469447.0
885,46,Paranapanema,2021,486232.0
886,46,Paranaíba,2008,490641.0
887,46,Paranaíba,2021,690373.0
888,46,Paraná,2008,536531.0
889,46,Paraná,2021,265485.0
890,46,Paraíba do Sul,2008,42630.0
891,46,Paraíba do Sul,2021,51021.0
892,46,São Francisco,2008,2192813.0
893,46,São Francisco,2021,2409993.0
894,46,Tietê,2008,58065.0
895,46,Tietê,2021,46459.0
896,47,Grande,2008,3711855.0
897,47,Grande,2021,4753098.0
898,47,Jequitinhonha,2021,178948.0
899,47,Paranapanema,2008,823158.0
900,47,Paranapanema,2021,621481.0
901,47,Paranaíba,2008,660044.0
902,47,Paranaíba,2021,319694.0
903,47,Paraná,2008,146728.0
904,47,Paraná,2021,398258.0
905,47,São Francisco,2008,70953.0
906,47,São Francisco,2021,279197.0
907,47,Tietê,2021,1026119.0
908,48,Doce,2008,841.0
909,48,Doce,2021,5062.0
910,48,Grande,2008,17578.0
911,48,Grande,2021,317005.0
912,48,Paraguaçu,2008,38340.0
913,48,Paraguaçu,2021,102797.0
914,48,Paranapanema,2008,9060.0
915,48,Paranapanema,2021,440749.0
916,48,Paranaíba,2008,13521.0
917,48,Paranaíba,2021,12678.0
918,48,Paraná,2008,2442.0
919,48,Paraná,2021,2462.0
920,48,Paraíba do Sul,2021,38739.0
921,48,Parnaíba,2021,892.0
922,48,São Francisco,2008,22754458.0
923,48,São Francisco,2021,54414200.0
924,48,Tietê,2021,59889.0
925,49,Doce,2008,32045.0
926,49,Doce,2021,118912.0
927,49,Itabapoana,2008,180244.0
928,49,Itabapoana,2021,120161.0
929,49,Jequitinhonha,2021,14634.0
930,49,Paraíba do Sul,2008,477032.0
931,49,Paraíba do Sul,2021,946294.0
932,50,Doce,2008,787685.0
933,50,Doce,2021,775875.0
934,50,Itabapoana,2008,85112.0
935,50,Itabapoana,2021,35045.0
936,50,Jequitinhonha,2008,459662.0
937,50,Jequitinhonha,2021,519924.0
938,50,Mucuri,2008,26377.0
939,50,Mucuri,2021,42545.0
940,50,Paraguaçu,2021,6105.0
941,50,Paraíba do Sul,2008,404631.0
942,50,Paraíba do Sul,2021,423768.0
943,50,Tietê,2008,459662.0
944,62,Paraná,2021,854.0
945,62,São Francisco,2008,37538.0
946,62,São Francisco,2021,866.0
947,62,Tapajós,2008,11357.0
948,62,Tocantins,2021,3458.0
